dir,image_size,repo_id,transform,distance_metric,file,distance,distance_pos,complexity,is_real,expected_error,normalized_score
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0190.png,-0.011688232421875,0.011688232421875,0.1435546875,False,0.04986414087661288,0.23440156024741574
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0191.png,-0.01349639892578125,0.01349639892578125,0.232666015625,False,0.06801696827340806,0.1984269406353092
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0192.png,-0.004791259765625,0.004791259765625,0.1451416015625,False,0.050130685830549145,0.09557538833241443
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0193.png,-0.00882720947265625,0.00882720947265625,0.146484375,False,0.05035783048664912,0.17528970941265076
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0194.png,-0.00556182861328125,0.00556182861328125,0.07861328125,False,0.040720781782104226,0.13658452440924246
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0195.png,-0.01213836669921875,0.01213836669921875,0.1888427734375,False,0.05827921095175684,0.20827953057337742
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0196.png,-0.01291656494140625,0.01291656494140625,0.1767578125,False,0.05586980507138063,0.23119044222373303
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0197.png,-0.007965087890625,0.007965087890625,0.0802001953125,False,0.040903149681855246,0.1947304291375472
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0198.png,-0.01045989990234375,0.01045989990234375,0.1146240234375,False,0.04536539756518116,0.23057000409430845
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0199.png,-0.00691986083984375,0.00691986083984375,0.1036376953125,False,0.043836115439306614,0.15785752844420392
data\raw\real,512,max,clean,lpips_vgg_2,0000.png,-0.0269622802734375,0.0269622802734375,0.07940673828125,True,0.04081170861221836,0.6606506120492449
data\raw\real,512,max,clean,lpips_vgg_2,0001.png,-0.03265380859375,0.03265380859375,0.10198974609375,True,0.04361522632957525,0.7486791045632527
data\raw\real,512,max,clean,lpips_vgg_2,0002.png,-0.035919189453125,0.035919189453125,0.12744140625,True,0.04727416423741866,0.7598059115912214
data\raw\real,512,max,clean,lpips_vgg_2,0003.png,-0.042938232421875,0.042938232421875,0.132568359375,True,0.048075243862685815,0.8931464298863813
data\raw\real,512,max,clean,lpips_vgg_2,0004.png,-0.05487060546875,0.05487060546875,0.146484375,True,0.05035783048664912,1.0896141660291998
data\raw\real,512,max,clean,lpips_vgg_2,0005.png,-0.042999267578125,0.042999267578125,0.058441162109375,True,0.03858186370686277,1.1144943101977856
data\raw\real,512,max,clean,lpips_vgg_2,0006.png,-0.044830322265625,0.044830322265625,0.090576171875,True,0.04214624885152306,1.0636847521960415
data\raw\real,512,max,clean,lpips_vgg_2,0007.png,-0.04327392578125,0.04327392578125,0.1378173828125,True,0.04891763995385101,0.8846282408978581
